City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,acarau,-2.8856,-40.12,25.6,84,99,7.56,BR,Tue Aug  8 21:57:47 2023
273,angaur state,6.906,134.13,27.42,80,99,7.27,PW,Tue Aug  8 21:55:09 2023
274,bulolo,-7.2,146.65,26.38,65,75,0.27,PG,Tue Aug  8 21:57:48 2023
275,gizo,-8.103,156.8419,26.15,83,99,9.49,SB,Tue Aug  8 21:57:48 2023
276,pascagoula,30.3658,-88.5561,31.03,83,20,1.54,US,Tue Aug  8 21:57:48 2023
277,northam,51.0333,-4.2167,15.14,96,100,2.38,GB,Tue Aug  8 21:57:49 2023
278,torghay,49.6339,63.4981,24.12,58,9,4.01,KZ,Tue Aug  8 21:57:49 2023
279,sinabang,2.4803,96.3801,26.94,79,100,0.16,ID,Tue Aug  8 21:57:49 2023
280,xinzhi,36.4989,111.7047,32.32,37,92,1.89,CN,Tue Aug  8 21:57:49 2023
281,novaya mayna,54.15,49.75,18.43,74,0,3.62,RU,Tue Aug  8 21:57:50 2023
282,cumbum,9.7333,77.3,26.52,67,100,3.26,IN,Tue Aug  8 21:57:50 2023
283,port macquarie,-31.4333,152.9167,18.27,58,1,3.24,AU,Tue Aug  8 21:54:25 2023
284,kone,-21.0595,164.8658,22.61,44,5,5.97,NC,Tue Aug  8 21:57:50 2023
285,medina,24.4686,39.6142,31.24,11,0,1.54,SA,Tue Aug  8 21:52:33 2023
286,burang,30.25,81.1667,13.41,66,100,2.14,CN,Tue Aug  8 21:57:51 2023
287,axim,4.8699,-2.2405,23.7,90,100,5.93,GH,Tue Aug  8 21:57:51 2023
288,nadym,65.5333,72.5167,11.25,61,100,10.37,RU,Tue Aug  8 21:54:43 2023
289,cananeia,-25.0147,-47.9267,17.95,86,100,3.16,BR,Tue Aug  8 21:57:52 2023
290,bardai,11.65,7.2333,20.59,96,75,3.64,NG,Tue Aug  8 21:57:52 2023
291,mokhsogollokh,61.4681,128.9203,21.78,30,99,4.25,RU,Tue Aug  8 21:57:52 2023
292,saint-philippe,-21.3585,55.7679,19.77,81,45,4.12,RE,Tue Aug  8 21:57:52 2023
293,chinsali,-10.5414,32.0816,12.11,80,0,2.44,ZM,Tue Aug  8 21:57:53 2023
294,las heras,-46.5419,-68.9359,8.14,55,100,9.84,AR,Tue Aug  8 21:57:53 2023
295,nemuro,43.3236,145.575,19.44,99,100,7.13,JP,Tue Aug  8 21:57:53 2023
296,midvagur,62.0511,-7.1939,8.46,76,75,11.32,FO,Tue Aug  8 21:57:53 2023
297,fortaleza,-3.7227,-38.5247,27.34,74,40,7.2,BR,Tue Aug  8 21:55:00 2023
298,salmon arm,50.6998,-119.3024,26.35,68,98,0.74,CA,Tue Aug  8 21:57:54 2023
299,abepura,-2.6333,140.5833,31.45,48,20,2.06,ID,Tue Aug  8 21:57:54 2023
300,nantucket,41.2835,-70.0995,23.08,69,0,8.75,US,Tue Aug  8 21:57:54 2023
301,alghero,40.5589,8.3181,14.05,82,0,1.03,IT,Tue Aug  8 21:57:55 2023
302,la ronge,55.1001,-105.2842,17.14,67,75,2.06,CA,Tue Aug  8 21:57:55 2023
303,caska,41.6506,21.6622,11.29,76,3,1.2,MK,Tue Aug  8 21:57:55 2023
304,dawson creek,55.7666,-120.2362,18.8,77,20,2.57,CA,Tue Aug  8 21:57:12 2023
305,dauphin,51.1494,-100.0502,16.08,77,40,3.09,CA,Tue Aug  8 21:57:56 2023
306,ingleside,27.8778,-97.2117,30.13,88,0,4.47,US,Tue Aug  8 21:48:59 2023
307,brookings,44.3114,-96.7984,22.0,68,75,2.06,US,Tue Aug  8 21:57:57 2023
308,sungai penuh,-2.0833,101.3833,25.23,63,41,0.81,ID,Tue Aug  8 21:57:57 2023
309,sogne,58.0833,7.8167,12.92,86,100,1.34,NO,Tue Aug  8 21:57:57 2023
310,christchurch,-43.5333,172.6333,12.96,50,38,3.09,NZ,Tue Aug  8 21:48:36 2023
311,macapa,0.0389,-51.0664,26.99,94,40,3.09,BR,Tue Aug  8 21:56:38 2023
312,zeya,53.75,127.2667,25.03,46,100,2.63,RU,Tue Aug  8 21:57:58 2023
313,barra de santo antonio,-9.4047,-35.5072,22.6,83,44,3.61,BR,Tue Aug  8 21:57:58 2023
314,birao,10.2849,22.7882,21.05,97,99,1.96,CF,Tue Aug  8 21:57:58 2023
315,port mathurin,-19.6833,63.4167,22.27,61,95,8.2,MU,Tue Aug  8 21:57:59 2023
316,uliastay,47.7417,96.8444,17.72,72,98,2.91,MN,Tue Aug  8 21:57:59 2023
317,sumbawa besar,-8.5,117.4333,31.46,38,16,3.8,ID,Tue Aug  8 21:57:59 2023
318,castillos,-34.1667,-53.8333,12.09,69,98,4.44,UY,Tue Aug  8 21:58:00 2023
319,pyshma,56.9523,63.2513,19.88,55,2,2.93,RU,Tue Aug  8 21:58:00 2023
320,kulhudhuffushi,6.6221,73.07,27.8,77,100,6.26,MV,Tue Aug  8 21:58:00 2023
321,tura,25.5198,90.2201,25.52,90,100,2.32,IN,Tue Aug  8 21:58:01 2023
322,erenhot,43.6475,111.9767,24.72,39,1,3.95,CN,Tue Aug  8 21:58:01 2023
323,hinton,53.4001,-117.5857,15.18,87,100,0.76,CA,Tue Aug  8 21:56:10 2023
324,general conesa,-40.1,-64.4333,11.45,42,100,7.59,AR,Tue Aug  8 21:58:02 2023
325,afif,23.9065,42.9172,25.65,17,1,1.01,SA,Tue Aug  8 21:58:02 2023
326,sandnessjoen,66.0217,12.6316,17.29,68,2,4.08,NO,Tue Aug  8 21:58:02 2023
327,frydlant,50.9214,15.0797,13.33,81,91,2.31,CZ,Tue Aug  8 21:58:03 2023
328,papao,-17.75,-149.55,24.82,85,100,8.85,PF,Tue Aug  8 21:58:03 2023
329,ciudad guayana,8.3533,-62.6528,28.07,84,100,0.88,VE,Tue Aug  8 21:58:03 2023
330,baruun-urt,46.6806,113.2792,21.05,54,93,1.56,MN,Tue Aug  8 21:58:04 2023
331,kasongo,-4.45,26.6667,20.88,69,24,0.84,CD,Tue Aug  8 21:58:05 2023
332,crane,31.3974,-102.3501,31.9,32,51,5.68,US,Tue Aug  8 21:58:05 2023
333,extrema,-22.8547,-46.3183,15.14,93,99,2.39,BR,Tue Aug  8 21:58:05 2023
334,benjamin constant,-4.3831,-70.0311,24.07,98,81,0.76,BR,Tue Aug  8 21:58:06 2023
335,arkhangel'sk,64.5401,40.5433,15.06,84,5,2.4,RU,Tue Aug  8 21:58:06 2023
336,carnarvon,-24.8667,113.6333,22.58,54,7,4.77,AU,Tue Aug  8 21:58:06 2023
337,atafu village,-8.5421,-172.5159,28.07,78,64,6.55,TK,Tue Aug  8 21:58:07 2023
338,vila franca do campo,37.7167,-25.4333,23.23,90,91,4.89,PT,Tue Aug  8 21:58:07 2023
339,sitka,57.0531,-135.33,15.94,82,100,2.57,US,Tue Aug  8 21:58:08 2023
340,acapulco de juarez,16.8634,-99.8901,28.47,88,12,3.26,MX,Tue Aug  8 21:53:33 2023
341,stjordalshalsen,63.4681,10.9262,16.03,63,75,6.69,NO,Tue Aug  8 21:58:08 2023
342,champasak,14.75,106.0,28.49,81,62,1.32,LA,Tue Aug  8 21:58:09 2023
343,addiet canna,11.2667,37.4833,12.92,91,79,1.41,ET,Tue Aug  8 21:58:09 2023
344,conceicao da barra,-18.5933,-39.7322,20.39,96,5,2.03,BR,Tue Aug  8 21:58:09 2023
345,jinchang,38.4953,102.1739,29.39,44,52,2.39,CN,Tue Aug  8 21:58:10 2023
346,queenstown,-31.8976,26.8753,10.29,76,100,2.2,ZA,Tue Aug  8 21:58:10 2023
347,detroit lakes,46.8172,-95.8453,18.03,95,100,2.57,US,Tue Aug  8 21:56:02 2023
348,kenai,60.5544,-151.2583,19.05,73,100,3.6,US,Tue Aug  8 21:58:11 2023
349,ust-nera,64.5667,143.2,19.41,47,83,1.45,RU,Tue Aug  8 21:54:20 2023
350,roses,42.262,3.1769,21.69,76,9,0.89,ES,Tue Aug  8 21:58:11 2023
351,slavgorod,52.9978,78.6449,23.6,44,11,2.25,RU,Tue Aug  8 21:58:12 2023
352,remire-montjoly,4.9167,-52.2667,25.02,94,20,0.0,GF,Tue Aug  8 21:58:12 2023
353,turpan,42.9333,89.1667,35.09,25,0,1.36,CN,Tue Aug  8 21:58:12 2023
354,bengkulu,-3.8004,102.2655,27.7,74,43,1.89,ID,Tue Aug  8 21:58:13 2023
355,singaraja,-8.112,115.0882,28.21,58,9,1.58,ID,Tue Aug  8 21:58:13 2023
356,itaituba,-4.2761,-55.9836,25.4,63,29,0.87,BR,Tue Aug  8 21:58:14 2023
357,fort mcmurray,56.7268,-111.381,18.73,55,20,4.12,CA,Tue Aug  8 21:58:14 2023
358,ilebo,-4.3167,20.5833,21.16,92,66,0.46,CD,Tue Aug  8 21:58:15 2023
359,san luis de la loma,17.2706,-100.8939,28.38,88,43,2.69,MX,Tue Aug  8 21:58:15 2023
360,as sulayyil,20.4607,45.5779,29.14,11,12,3.14,SA,Tue Aug  8 21:58:15 2023
361,yinchuan,38.4681,106.2731,29.34,47,96,2.75,CN,Tue Aug  8 21:54:23 2023
362,mazsalaca,57.8633,25.0547,9.66,91,62,2.62,LV,Tue Aug  8 21:58:16 2023
363,beihai,21.4833,109.1,29.97,78,83,7.5,CN,Tue Aug  8 21:58:16 2023
364,zarzis,33.504,11.1122,24.83,61,0,2.55,TN,Tue Aug  8 21:58:17 2023
365,belyy yar,53.6039,91.3903,22.94,56,0,1.0,RU,Tue Aug  8 21:58:17 2023
366,farrukhnagar,17.0778,78.2011,23.84,79,97,5.86,IN,Tue Aug  8 21:58:18 2023
367,eyl,7.9803,49.8164,24.47,72,72,9.59,SO,Tue Aug  8 21:58:18 2023
368,tavira,37.1273,-7.6486,24.04,72,95,0.45,PT,Tue Aug  8 21:58:18 2023
369,nema,57.5067,50.5011,16.41,85,6,2.48,RU,Tue Aug  8 21:58:19 2023
370,mar del plata,-38.0023,-57.5575,8.38,87,25,4.12,AR,Tue Aug  8 21:58:19 2023
371,zhangye,38.9342,100.4517,33.64,20,12,8.54,CN,Tue Aug  8 21:58:19 2023
372,afaahiti,-17.75,-149.2833,23.93,84,100,8.86,PF,Tue Aug  8 21:58:20 2023
373,sal rei,16.1833,-22.9167,24.84,74,100,5.4,CV,Tue Aug  8 21:58:20 2023
374,kasongo-lunda,-6.4667,16.8167,23.08,43,69,1.36,CD,Tue Aug  8 21:58:20 2023
375,luderitz,-26.6481,15.1594,15.79,59,0,5.82,NA,Tue Aug  8 21:58:21 2023
376,tazacorte,28.629,-17.9293,21.54,75,0,2.24,ES,Tue Aug  8 21:58:21 2023
377,mahina,-17.5065,-149.489,24.87,78,75,7.2,PF,Tue Aug  8 21:58:22 2023
378,galliano,29.4422,-90.2992,30.0,74,0,2.57,US,Tue Aug  8 21:58:22 2023
379,port augusta,-32.5,137.7667,20.97,26,3,10.6,AU,Tue Aug  8 21:58:22 2023
380,nova sintra,14.8667,-24.7167,22.74,73,29,4.87,CV,Tue Aug  8 21:58:23 2023
381,diu,20.7141,70.9822,26.94,85,100,6.86,IN,Tue Aug  8 21:58:23 2023
382,biloela,-24.4167,150.5,23.22,29,1,4.47,AU,Tue Aug  8 21:58:23 2023
383,new norfolk,-42.7826,147.0587,14.4,44,100,1.75,AU,Tue Aug  8 21:58:24 2023
384,cabo san lucas,22.8909,-109.9124,33.12,76,2,6.73,MX,Tue Aug  8 21:58:04 2023
385,qujing,25.4833,103.7833,22.91,72,69,1.47,CN,Tue Aug  8 21:54:49 2023
386,zadar,44.1197,15.2422,14.34,88,0,0.51,HR,Tue Aug  8 21:58:25 2023
387,muli,2.9167,73.5667,27.55,74,88,2.82,MV,Tue Aug  8 21:58:25 2023
388,rabo de peixe,37.8,-25.5833,22.73,83,40,5.66,PT,Tue Aug  8 21:58:25 2023
389,saint-pierre,-21.3393,55.4781,19.82,60,0,3.6,RE,Tue Aug  8 21:58:26 2023
390,noumea,-22.2763,166.4572,22.99,58,12,5.08,NC,Tue Aug  8 21:58:18 2023
391,rouissat,31.9243,5.3502,30.04,23,0,0.0,DZ,Tue Aug  8 21:58:26 2023
392,aoulef,26.9667,1.0833,35.16,17,0,10.01,DZ,Tue Aug  8 21:58:27 2023
393,maraba,-5.3686,-49.1178,28.1,78,0,2.57,BR,Tue Aug  8 21:55:53 2023
394,ciudad insurgentes,25.2625,-111.7753,27.88,68,1,6.93,MX,Tue Aug  8 21:58:28 2023
395,cobija,-11.0267,-68.7692,25.04,53,19,0.48,BO,Tue Aug  8 21:58:28 2023
396,villa gesell,-37.2639,-56.973,8.36,92,41,4.77,AR,Tue Aug  8 21:54:08 2023
397,solnechnyy,50.7214,136.6319,21.27,51,81,3.96,RU,Tue Aug  8 21:58:29 2023
398,tomah,43.9786,-90.504,19.86,88,0,0.0,US,Tue Aug  8 21:58:29 2023
399,valga,57.7778,26.0473,7.22,93,10,2.11,EE,Tue Aug  8 21:58:30 2023
400,kalianget,-7.05,113.9333,27.78,63,44,6.98,ID,Tue Aug  8 21:58:30 2023
401,makhambet,47.6667,51.5833,29.46,30,0,2.57,KZ,Tue Aug  8 21:58:31 2023
402,buka,40.8108,69.1986,29.61,27,0,3.18,UZ,Tue Aug  8 21:58:31 2023
403,howard springs,-12.497,131.047,30.95,28,59,4.83,AU,Tue Aug  8 21:58:31 2023
404,maksatikha,57.797,35.8825,14.65,94,24,1.74,RU,Tue Aug  8 21:58:32 2023
405,tyup,42.7276,78.3648,20.93,43,72,1.17,KG,Tue Aug  8 21:58:32 2023
406,mwanza,-2.5167,32.9,20.18,58,14,4.38,TZ,Tue Aug  8 21:58:32 2023
407,oranjemund,-28.55,16.4333,11.91,90,4,3.31,NA,Tue Aug  8 21:58:33 2023
408,kodinsk,58.6881,99.1844,24.63,47,1,0.45,RU,Tue Aug  8 21:58:33 2023
409,sibolga,1.7427,98.7792,28.79,70,99,1.02,ID,Tue Aug  8 21:58:34 2023
410,upata,8.0086,-62.3989,26.22,94,89,1.0,VE,Tue Aug  8 21:58:34 2023
411,ijevan,40.8783,45.1492,23.47,73,0,1.89,AM,Tue Aug  8 21:58:35 2023
412,maceio,-9.6658,-35.7353,22.69,94,40,2.06,BR,Tue Aug  8 21:54:05 2023
413,petauke,-14.2426,31.3253,14.62,54,0,4.49,ZM,Tue Aug  8 21:58:35 2023
414,trincomalee,8.5711,81.2335,29.14,65,100,7.1,LK,Tue Aug  8 21:58:35 2023
415,skeldon,5.8833,-57.1333,24.81,93,92,2.5,GY,Tue Aug  8 21:58:36 2023
416,kidal,18.4411,1.4078,29.48,49,74,3.89,ML,Tue Aug  8 21:58:36 2023
417,follonica,42.9263,10.7616,22.5,70,100,2.16,IT,Tue Aug  8 21:58:36 2023
418,makushino,55.2103,67.2442,22.47,50,75,3.31,RU,Tue Aug  8 21:58:36 2023
419,mahanoro,-19.9,48.8,18.21,91,52,1.95,MG,Tue Aug  8 21:58:37 2023
420,ilovlya,49.3033,43.9796,23.81,57,0,3.82,RU,Tue Aug  8 21:58:37 2023
421,mikuni,36.2171,136.1519,33.95,57,33,1.68,JP,Tue Aug  8 21:58:37 2023
422,suva,-18.1416,178.4415,25.71,78,20,3.6,FJ,Tue Aug  8 21:54:42 2023
423,rurrenabaque,-14.4413,-67.5278,23.3,73,42,1.03,BO,Tue Aug  8 21:58:38 2023
424,fada,9.5667,8.3,19.4,98,95,1.22,NG,Tue Aug  8 21:58:39 2023
425,dvurechensk,56.5982,61.0953,19.21,81,1,1.99,RU,Tue Aug  8 21:58:39 2023
426,fougamou,-1.2154,10.5838,20.16,85,77,0.91,GA,Tue Aug  8 21:58:39 2023
427,haiku-pauwela,20.9219,-156.3051,29.01,59,20,10.8,US,Tue Aug  8 21:58:39 2023
428,puerto lempira,15.2667,-83.7667,26.4,87,0,2.5,HN,Tue Aug  8 21:58:40 2023
429,mega,4.05,38.3,12.68,87,22,6.96,ET,Tue Aug  8 21:58:40 2023
430,alacranes,22.7675,-81.5675,26.75,88,63,4.36,CU,Tue Aug  8 21:58:40 2023
431,kapit,2.0167,112.9333,28.36,79,95,0.35,MY,Tue Aug  8 21:58:41 2023
432,sedhiou,12.7081,-15.5569,23.9,95,91,1.74,SN,Tue Aug  8 21:58:41 2023
433,ajaccio,42.0,8.9167,17.03,77,0,2.57,FR,Tue Aug  8 21:58:41 2023
434,san julian,21.0167,-102.1667,17.93,57,70,1.34,MX,Tue Aug  8 21:58:41 2023
435,tangalle,6.024,80.7911,28.09,72,100,5.59,LK,Tue Aug  8 21:58:42 2023
436,eufaula,31.8913,-85.1455,23.02,97,0,0.0,US,Tue Aug  8 21:58:42 2023
437,luanda,-8.8368,13.2343,20.0,88,75,2.06,AO,Tue Aug  8 21:58:10 2023
438,leava,-14.3,-178.1667,27.51,77,42,3.05,WF,Tue Aug  8 21:58:42 2023
439,saldanha,-33.0117,17.9442,8.03,81,0,4.42,ZA,Tue Aug  8 21:58:43 2023
440,griffith,41.5284,-87.4237,23.96,89,0,0.45,US,Tue Aug  8 21:58:43 2023
441,cordoba,-31.4135,-64.1811,9.31,75,0,3.6,AR,Tue Aug  8 21:58:44 2023
442,geraldton,-28.7667,114.6,18.23,63,0,5.66,AU,Tue Aug  8 21:55:05 2023
443,kudahuvadhoo,2.6708,72.8944,27.65,72,98,2.28,MV,Tue Aug  8 21:58:44 2023
444,ataq,14.5377,46.8319,24.89,62,54,5.92,YE,Tue Aug  8 21:58:44 2023
445,longgang,37.6508,120.3286,26.1,79,0,6.06,CN,Tue Aug  8 21:58:44 2023
446,chibougamau,49.9168,-74.3659,11.79,94,100,3.09,CA,Tue Aug  8 21:58:45 2023
447,izazi,-7.2,35.7333,18.25,65,0,0.74,TZ,Tue Aug  8 21:58:45 2023
448,mitsamiouli,-11.3847,43.2844,24.54,74,3,4.52,KM,Tue Aug  8 21:58:45 2023
449,vigan,17.5747,120.3869,30.52,73,97,5.95,PH,Tue Aug  8 21:58:46 2023
450,antsiranana,-12.2787,49.2917,21.33,81,5,5.04,MG,Tue Aug  8 21:58:46 2023
451,sliema,35.9125,14.5019,21.27,73,0,1.54,MT,Tue Aug  8 21:58:47 2023
452,vorkuta,67.5,64.0,8.74,73,100,2.24,RU,Tue Aug  8 21:58:47 2023
453,alofi,-19.0595,-169.9187,27.94,83,75,4.63,NU,Tue Aug  8 21:58:47 2023
454,ndibene dahra,15.3338,-15.4766,24.57,73,5,4.61,SN,Tue Aug  8 21:58:47 2023
455,trairi,-3.2778,-39.2689,25.44,82,65,5.25,BR,Tue Aug  8 21:58:48 2023
456,grajau,-5.8194,-46.1386,27.34,44,60,1.37,BR,Tue Aug  8 21:58:48 2023
457,keta,5.9179,0.9879,25.12,86,97,6.88,GH,Tue Aug  8 21:58:48 2023
458,aswan,24.0934,32.907,33.61,16,0,2.06,EG,Tue Aug  8 21:58:49 2023
459,konin,52.2234,18.2512,12.12,92,98,3.94,PL,Tue Aug  8 21:58:49 2023
460,kruisfontein,-34.0033,24.7314,12.71,90,100,2.23,ZA,Tue Aug  8 21:58:49 2023
461,kitimat,54.0524,-128.6534,19.21,66,100,1.79,CA,Tue Aug  8 21:58:49 2023
462,roma,43.2128,-75.4557,18.86,96,100,3.6,US,Tue Aug  8 21:58:50 2023
463,ugoofaaru,5.6667,73.0,27.59,79,100,5.32,MV,Tue Aug  8 21:58:50 2023
464,tsiombe,-25.3,45.4833,18.29,95,2,2.64,MG,Tue Aug  8 21:58:50 2023
465,sesheke,-17.4759,24.2968,13.12,56,0,2.44,ZM,Tue Aug  8 21:55:21 2023
466,ginir,7.1333,40.7,13.93,79,35,4.27,ET,Tue Aug  8 21:58:51 2023
467,port pirie,-33.1833,138.0167,18.74,35,1,10.19,AU,Tue Aug  8 21:58:51 2023
468,la'ie,21.6477,-157.9253,30.98,69,22,4.02,US,Tue Aug  8 21:54:01 2023
469,murzuq,25.9155,13.9184,26.56,32,0,4.31,LY,Tue Aug  8 21:58:52 2023
470,choyr,46.3611,108.3611,22.76,47,47,6.29,MN,Tue Aug  8 21:58:52 2023
471,chengde,40.9725,117.9361,27.27,67,73,1.02,CN,Tue Aug  8 21:58:53 2023
472,vernon,50.2581,-119.2691,27.56,45,87,3.13,CA,Tue Aug  8 21:58:53 2023
473,kharan,28.5833,65.4167,31.53,22,0,3.2,PK,Tue Aug  8 21:58:53 2023
474,akdepe,42.0551,59.3788,22.05,32,0,1.45,TM,Tue Aug  8 21:58:53 2023
475,mbanza-ngungu,-5.25,14.8667,18.25,83,0,3.7,CD,Tue Aug  8 21:58:54 2023
476,sakakah,29.9697,40.2064,26.76,15,0,3.18,SA,Tue Aug  8 21:58:54 2023
477,cuatro cienegas de carranza,26.9833,-102.0833,31.17,29,0,2.79,MX,Tue Aug  8 21:58:54 2023
478,mana,5.6592,-53.7767,25.53,87,100,4.1,GF,Tue Aug  8 21:58:55 2023
479,kralendijk,12.15,-68.2667,28.99,84,1,5.66,BQ,Tue Aug  8 21:49:26 2023
480,binkolo,8.9533,-11.9779,22.66,99,100,1.05,SL,Tue Aug  8 21:58:55 2023
481,gaya,24.7833,85.0,24.95,100,100,2.06,IN,Tue Aug  8 21:58:56 2023
482,aykhal,66.0,111.5,24.4,42,6,8.74,RU,Tue Aug  8 21:54:12 2023
483,baiti,13.745,-14.7482,25.09,76,82,2.86,SN,Tue Aug  8 21:58:56 2023
484,teknaf,20.8624,92.3058,25.63,93,100,3.36,BD,Tue Aug  8 21:58:56 2023
485,hasaki,35.7333,140.8333,30.22,90,100,6.73,JP,Tue Aug  8 21:58:57 2023
486,sao gabriel da cachoeira,-0.1303,-67.0892,23.49,92,51,0.24,BR,Tue Aug  8 21:58:57 2023
487,mount isa,-20.7333,139.5,24.87,31,6,5.14,AU,Tue Aug  8 21:58:57 2023
488,qamdo,31.1667,97.2333,14.75,55,39,1.71,CN,Tue Aug  8 21:58:58 2023
489,mushie,-3.0167,16.9,23.52,65,31,1.14,CD,Tue Aug  8 21:58:58 2023
490,soke,13.598,-5.9386,25.47,79,99,4.93,ML,Tue Aug  8 21:58:58 2023
491,tekeli,44.83,78.8239,23.18,39,82,3.67,KZ,Tue Aug  8 21:58:59 2023
492,minas de marcona,-15.2119,-75.1103,12.6,87,39,4.7,PE,Tue Aug  8 21:58:59 2023
493,karsava,56.7841,27.6883,9.89,85,10,2.36,LV,Tue Aug  8 21:58:59 2023
494,marshall,34.3834,-86.3333,22.99,92,100,0.0,US,Tue Aug  8 21:58:59 2023
495,pinerolo,44.8833,7.35,18.53,69,19,1.34,IT,Tue Aug  8 21:59:00 2023
496,richards bay,-28.783,32.0377,19.22,75,83,6.39,ZA,Tue Aug  8 21:59:00 2023
497,labuan,5.2767,115.2417,30.2,74,20,1.54,MY,Tue Aug  8 21:52:50 2023
498,pemba,-12.974,40.5178,19.39,93,20,3.13,MZ,Tue Aug  8 21:59:01 2023
499,oleiros,43.3333,-8.3167,20.62,86,0,2.57,ES,Tue Aug  8 21:59:01 2023
500,gaiman,-43.2897,-65.4929,14.11,37,100,3.72,AR,Tue Aug  8 21:59:01 2023
501,soledade,-28.8183,-52.5103,10.72,93,100,5.14,BR,Tue Aug  8 21:59:02 2023
502,ulety,51.3572,112.4849,24.79,38,100,2.42,RU,Tue Aug  8 21:59:02 2023
503,douglas,41.3,-96.167,24.48,77,0,2.06,US,Tue Aug  8 21:55:40 2023
504,south mackay,-21.1621,149.1881,25.4,71,88,7.38,AU,Tue Aug  8 21:59:02 2023
505,broken hill,-31.95,141.4333,19.07,26,28,9.03,AU,Tue Aug  8 21:59:03 2023
506,concepcion,-36.827,-73.0498,11.89,94,100,3.09,CL,Tue Aug  8 21:55:13 2023
507,xinyu,27.8043,114.9334,31.46,73,95,0.69,CN,Tue Aug  8 21:59:03 2023
508,iskateley,67.6803,53.1512,14.48,59,23,1.66,RU,Tue Aug  8 21:59:04 2023
509,preobrazheniye,42.9019,133.9064,19.65,94,100,5.55,RU,Tue Aug  8 21:59:04 2023
510,vasil'yevo,55.836,48.6582,16.37,82,0,2.91,RU,Tue Aug  8 21:59:04 2023
511,usinsk,65.9939,57.5281,13.76,65,95,2.24,RU,Tue Aug  8 21:59:05 2023
512,chui,-33.6971,-53.4616,13.37,73,100,5.45,UY,Tue Aug  8 21:59:05 2023
513,streator,41.1209,-88.8354,20.59,93,69,3.57,US,Tue Aug  8 21:56:55 2023
514,laojunmiao,39.8333,97.7333,25.66,29,86,8.27,CN,Tue Aug  8 21:59:06 2023
515,alta,69.9689,23.2717,16.24,96,43,4.37,NO,Tue Aug  8 21:59:06 2023
516,roost-warendin,50.4167,3.0833,17.24,96,100,4.12,FR,Tue Aug  8 21:59:06 2023
517,chipinge,-20.1883,32.6236,8.33,72,0,0.85,ZW,Tue Aug  8 21:59:07 2023
518,ouadda,8.0777,22.4007,19.59,98,100,1.28,CF,Tue Aug  8 21:59:07 2023
519,lake havasu city,34.4839,-114.3224,41.34,23,24,5.14,US,Tue Aug  8 21:59:08 2023
520,potosi,-19.5836,-65.7531,5.36,27,0,1.32,BO,Tue Aug  8 21:59:08 2023
521,nishinoomote,30.7333,131.0,26.31,100,75,13.38,JP,Tue Aug  8 21:59:08 2023
522,turaif,31.6725,38.6637,22.14,56,0,2.57,SA,Tue Aug  8 21:59:09 2023
523,togur,58.3631,82.8265,16.68,67,98,2.6,RU,Tue Aug  8 21:59:09 2023
524,new ross,52.3967,-6.9367,15.66,1,54,1.07,IE,Tue Aug  8 21:59:09 2023
525,mili,6.0815,171.735,27.95,81,96,5.72,MH,Tue Aug  8 21:59:10 2023
526,coihueco,-36.6167,-71.8333,10.41,87,100,3.6,CL,Tue Aug  8 21:59:10 2023
527,kirillov,59.863,38.3813,17.34,80,25,3.04,RU,Tue Aug  8 21:59:10 2023
528,buta,2.7858,24.73,20.97,99,97,0.45,CD,Tue Aug  8 21:59:10 2023
529,adrar,20.5022,-10.0711,32.92,21,83,5.3,MR,Tue Aug  8 21:59:11 2023
530,mhamid,29.82,-5.72,34.23,13,57,3.81,MA,Tue Aug  8 21:59:11 2023
531,wajir,1.7471,40.0573,21.6,80,9,5.27,KE,Tue Aug  8 21:59:11 2023
532,smithers,54.7804,-127.1743,17.18,82,75,2.06,CA,Tue Aug  8 21:59:12 2023
533,puerto deseado,-47.7503,-65.8938,8.67,56,94,5.62,AR,Tue Aug  8 21:59:12 2023
534,matadi,-5.8167,13.45,21.35,87,61,1.74,CD,Tue Aug  8 21:59:12 2023
535,pohrebyshche,49.4864,29.2636,10.88,88,8,2.39,UA,Tue Aug  8 21:59:13 2023
536,bubaque,11.2833,-15.8333,25.18,92,100,4.18,GW,Tue Aug  8 21:59:13 2023
537,ratanpur,22.3,82.1667,27.28,70,100,2.77,IN,Tue Aug  8 21:49:14 2023
538,tindouf,27.6711,-8.1474,36.25,14,20,2.57,DZ,Tue Aug  8 21:59:13 2023
539,naifaru,5.4444,73.3657,27.61,79,98,5.29,MV,Tue Aug  8 21:59:14 2023
540,el calafate,-50.3408,-72.2768,1.52,92,88,0.68,AR,Tue Aug  8 21:55:06 2023
541,bodaybo,57.8506,114.1933,27.55,45,6,0.38,RU,Tue Aug  8 21:59:14 2023
542,majene,-3.5403,118.9707,29.38,64,18,5.43,ID,Tue Aug  8 21:59:15 2023
543,kharp,66.8014,65.8081,11.61,73,100,2.85,RU,Tue Aug  8 21:59:15 2023
544,gobabis,-22.45,18.9667,11.92,38,84,5.4,NA,Tue Aug  8 21:59:15 2023
545,guaruja,-23.9931,-46.2564,19.38,26,100,8.4,BR,Tue Aug  8 21:59:16 2023
546,saint-leu,-21.15,55.2833,20.46,77,0,0.62,RE,Tue Aug  8 21:59:16 2023
